Identifier;Type;Address;Assignee;Annote;Author;Booktitle;Chapter;Day;Dayfiled;Edition;Editor;Howpublish;Institution;Journal;Language;Month;Monthfiled;Nationality;Note;Number;Organization;Pages;Publisher;Revision;School;Series;Title;RepType;Volume;Year;Yearfiled;URL;Custom1;Custom2;Custom3;Custom4;Custom5;ISBN
MeilickeGarcia-CastroFreitasEtAl2012;7;;;;Christian Meilicke and Raúl García-Castro and Fred Freitas and Willem Robert van Hage and Elena Montiel-Ponsoda and Ryan Ribeiro de Azevedo and Heiner Stuckenschmidt and Ondřej Šváb-Zamazal and Vojtěch Svátek and Andrei Tamilin and Cássia Trojahn and Shenghui Wang;;;;;;;;;Web Semantics: Science, Services and Agents on the World Wide Web ;;;;;;;;62 - 68;;;;;MultiFarm: A benchmark for multilingual ontology matching ;;15;2012;;http://www.sciencedirect.com/science/article/pii/S157082681200039X;;;;;;
MenaLopezFraminanEtAl2010;7;;;;Ángel Mena and Fernando López and José Manuel Framiñan and Francisco Flores and Juan Manuel Gallego;;;;;;;;;Automation in Construction ;;;;;;2;;270 - 282;;;;;\XPDRL\ project: Improving the project documentation quality in the Spanish architectural, engineering and construction sector ;;19;2010;;http://www.sciencedirect.com/science/article/pii/S0926580509001526;;;;;;
Mendez-NunezTrivino2010;6;;;;Mendez-Nunez, Sheila and Trivi{\~n}o, Graci{\'a}n;Fuzzy Systems (FUZZ), 2010 IEEE International Conference on;;;;;;;;;;;;;;;IEEE;1--8;;;;;Combining semantic web technologies and computational theory of perceptions for text generation in financial analysis;;;2010;;;;;;;;
Mendez-NunezTrivino2010a;10;;;;Mendez-Nunez, S. and Trivino, G.;;;;;;;;;2010 IEEE World Congress on Computational Intelligence, WCCI 2010;;;;;cited By 0;;;;;;;;Combining semantic web technologies and computational theory of perceptions for text generation in financial analysis;;;2010;;http://www.scopus.com/inward/record.url?eid=2-s2.0-78549261402&partnerID=40&md5=0ecfed2f939de68da2420f7525cc1c05;;;;;;
Mendez-NunezTrivino2010c;6;Barcelona, Spain;;;Mendez-Nunez, Sheila and Trivino, Gracian;;;;;;;;;2010 IEEE World Congress on Computational Intelligence, WCCI 2010;English;;;;"Automatic Generation;Business reports;Computational framework;Computational theories;Financial analysis;Internet technology;Natural languages;Near-real time;Semantic Web technology;Semantic-Web techniques;Text generations;User need;";;;;;;;;Combining semantic web technologies and computational theory of perceptions for text generation in financial analysis;;;2010;;http://dx.doi.org/10.1109/FUZZY.2010.5583974;;;;;;
Mendez-NunezTrivino2010b;6;;;;Mendez-Nunez, Sheila and Trivino, Gracian;{2010 IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS (FUZZ-IEEE 2010)};;;;;;;;;;;;;{2010 IEEE World Congress on Computational Intelligence, Barcelona, SPAIN, JUL 18-23, 2010};;"{IEEE; IEEE Computat Intelligence Soc; Int Neural Network Soc; Evolut Program Soc; IET}";;;;;{IEEE International Conference on Fuzzy Systems};Combining Semantic Web Technologies and Computational Theory of Perceptions for Text Generation in Financial Analysis;;;{2010};;;;;;;;{978-1-4244-6920-8}
Mendoza2012;7;Hershey, PA, USA;;;Mendoza, Rub{\'e}n A.;;;;;;;;;Int. J. Strateg. Inf. Technol. Appl.;;July;;;;3;;45--59;IGI Global;;;;An Exploratory Study of Infrastructure Barriers and the Role of Semantic Data Exchange Technologies in the Provisioning of Business Intelligence Services;;3;2012;;http://dx.doi.org/10.4018/jsita.2012070104;;;;;;
MetcalfStocksSummersEtAl2015;7;;;;Mark Metcalf and Kevin Stocks and Scott L. Summers and David A. Wood;;;;;;;;;Journal of Accounting Education ;;;;;;;; - ;;;;;Citation-based accounting education publication rankings ;;;2015;;http://www.sciencedirect.com/science/article/pii/S0748575115000664;;;;;;
MILLERSKINNER2015;7;;;;MILLER, GREGORY S. and SKINNER, DOUGLAS J.;;;;;;;;;Journal of Accounting Research;;;;;;2;;221--239;;;;;The Evolving Disclosure Landscape: How Changes in Technology, the Media, and Capital Markets Are Affecting Disclosure;;53;2015;;http://dx.doi.org/10.1111/1475-679X.12075;;;;;;
MitraBanerjeeYu;10;;;;Gautam Mitra and Ashok Banerjee and Xiang Yu;;;;;;;;;;;;;;;;;;;;;;Automated Analysis of News to Compute Market Sentiment: Its Impact on Liquidity and Trading Review Authors:;;;;;;;;;;;
Moeller2010;5;;;;Moeller, Robert;IT Audit, Control, and Security;;;;;;;;;;;;;;;;283--303;John Wiley \& Sons, Inc.;;;;Auditing Service-Oriented Architectures and Record Management Processes;;;2010;;http://dx.doi.org/10.1002/9781118269138.ch12;;;;;;9781118269138
MohammadyariSingh2015a;7;Oxford, UK, UK;;;Mohammadyari, Soheila and Singh, Harminder;;;;;;;;;Comput. Educ.;;March;;;;C;;11--25;Elsevier Science Ltd.;;;;Understanding the Effect of e-Learning on Individual Performance;;82;2015;;http://dx.doi.org/10.1016/j.compedu.2014.10.025;;;;;;
MonksReedLajouxLeBaron2010;5;;;;Monks, Robert A. G. and Reed Lajoux, Alexandra and LeBaron, Dean;Corporate Valuation for Portfolio Investment;;;;;;;;;;;;;;;;i--xx;John Wiley \& Sons, Inc.;;;;Front Matter;;;2010;;http://dx.doi.org/10.1002/9781118531860.fmatter;;;;;;9781118531860
MonksReedLajouxLeBaron2010a;5;;;;Monks, Robert A. G. and Reed Lajoux, Alexandra and LeBaron, Dean;Corporate Valuation for Portfolio Investment;;;;;;;;;;;;;;;;541--556;John Wiley \& Sons, Inc.;;;;Index;;;2010;;http://dx.doi.org/10.1002/9781118531860.index;;;;;;9781118531860
Monterio2014a;7;;;;Monterio, Brad J;;;;;;;;;Strategic Finance;;;;;;11;;56;Institute of Management Accountants;;;;Keeping Ahead of the Evolution of Technology;;95;2014;;;;;;;;
MooneyWrightJr.Higgins2010;7;;;;Mooney, J. Lowell and Wright Jr., Harry R. and Higgins, Leslee N.;;;;;;;;;Journal of Corporate Accounting \& Finance;;;;;;1;;63--73;Wiley Subscription Services, Inc., A Wiley Company;;;;Gen Y's addiction to web 2.0: Problem or strategy?;;22;2010;;http://dx.doi.org/10.1002/jcaf.20645;;;;;;
Morhardt2010;7;;;;Morhardt, J. Emil;;;;;;;;;Business Strategy and the Environment;;;;;;7;;436--452;John Wiley \& Sons, Ltd.;;;;Corporate social responsibility and sustainability reporting on the Internet;;19;2010;;http://dx.doi.org/10.1002/bse.657;;;;;;
MotaSilvaViana2013;6;New York, NY, USA;;;Mota, Marta and da Silva, Paulo Caetano and Viana, Sidney;Proceedings of the 19th Brazilian Symposium on Multimedia and the Web;;;;;;;;;;;;;;;;153--156;ACM;;;WebMedia '13;Similarity Evaluation in XML Schema and XLink;;;2013;;http://doi.acm.org/10.1145/2526188.2526222;;;;;;978-1-4503-2559-2
Mousa2013;7;Hershey, PA, USA;;;Mousa, Rania;;;;;;;;;Int. J. Electron. Gov. Res.;;April;;;;2;;101--119;IGI Global;;;;E-Government Adoption in the U.K.: XBRL Project;;9;2013;;http://dx.doi.org/10.4018/jegr.2013040106;;;;;;
Mueller-WickopSchultzNuettgens2013;5;;;;Müller-Wickop, Niels and Schultz, Martin and Nüttgens, Markus;Enterprise Applications and Services in the Finance Industry;;;;;Rabhi, FethiA. and Gomber, Peter;;;;English;;;;;;;112-130;Springer Berlin Heidelberg;;;Lecture Notes in Business Information Processing;XBRL: Impacts, Issues and Future Research Directions;;135;2013;;http://dx.doi.org/10.1007/978-3-642-36219-4_7;;;;;;978-3-642-36218-7
MylesBusinessUniversity;10;;;;John F Myles and Faculty Of Business and Edith Cowan University;;;;;;;;;;;;;;;;;;;;;;Doctorate of Business Administration (Information Systems);;;;;;;;;;;
MylesBusinessUniversitya;10;;;;John F Myles and Faculty Of Business and Edith Cowan University;;;;;;;;;;;;;;;;;;;;;;Doctorate of Business Administration (Information Systems);;;;;;;;;;;
NakayamaObaAramotoEtAl2008;7;;;;Nakayama, Kojiro and Oba, Michiko and Aramoto, Michitaka and Komoda, Norihisa;;;;;;;;;Electronics and Communications in Japan;;;;;;5;;26--32;Wiley Subscription Services, Inc., A Wiley Company;;;;Processing methods for partially encrypted data in multihop Web services;;91;2008;;http://dx.doi.org/10.1002/ecj.10112;;;;;;
NovakouskiLewis;10;;;;Marc Novakouski and Grace A. Lewis;;;;;;;;;;;;;;;;;;;;;;Interoperability in the e-Government Context;;;;;;;;;;;
NovikovPigulYarygina2013;7;Hershey, PA, USA;;;Novikov, Boris and Pigul, Alice and Yarygina, Anna;;;;;;;;;Int. J. Knowledge-Based Organ.;;October;;;;4;;40--60;IGI Global;;;;A Performance Analysis of Semantic Caching for XML Query Processing;;3;2013;;http://dx.doi.org/10.4018/ijkbo.2013100103;;;;;;
OLeary2008;7;;;;Daniel E. O'Leary;;;;;;;;;International Journal of Accounting Information Systems ;;;;;;4;;240 - 252;;;;;Gartner's hype cycle and information system research issues ;;9;2008;;http://www.sciencedirect.com/science/article/pii/S1467089508000523;;;;;;
ORiainCurryHarth2012;7;;;;Seán O'Riain and Edward Curry and Andreas Harth;;;;;;;;;International Journal of Accounting Information Systems ;;;;;XBRL: Research Implications and Future Directions ;2;;141 - 162;;;;;\XBRL\ and open data for global financial ecosystems: A linked data approach ;;13;2012;;http://www.sciencedirect.com/science/article/pii/S1467089512000140;;;;;;
Oprean2014;7;;;;Victor-Bogdan Oprean;;;;;;;;;Procedia - Social and Behavioral Sciences ;;;;;2nd World Conference on Business, Economics and Management ;;;815 - 826;;;;;Business (re) Engineering: Management of the Risk Induced Constraints ;;109;2014;;http://www.sciencedirect.com/science/article/pii/S1877042813051872;;;;;;
OttoFolmerEbner2012;7;Secaucus, NJ, USA;;;Otto, Boris and Folmer, Erwin and Ebner, Verena;;;;;;;;;Inf. Syst. E-bus. Manag.;;December;;;;4;;571--602;Springer-Verlag New York, Inc.;;;;A Characteristics Framework for Semantic Information Systems Standards;;10;2012;;http://dx.doi.org/10.1007/s10257-011-0183-3;;;;;;
O’RiainHarthCurry2012;6;;;;S O’Riain and A Harth and Curry;In: Information Systems for Global Financial Markets: Emerging Developments and Effects. IGI Global;;;;;;;;;;;;;;;;;;;;;E.: Linked Data Driven Information Systems as an Enabler for Integrating Financial Data;;;2012;;;;;;;;
PandeyChauhan2014;7;Hershey, PA, USA;;;Pandey, Tweena and Chauhan, Abhishek Singh;;;;;;;;;Int. J. Asian Bus. Inf. Manag.;;July;;;;3;;1--16;IGI Global;;;;HR Issues Towards Managing MSMEs Operating in India During Globalization Trends with Special Reference to HR Outsourcing: An Extended Review;;5;2014;;http://dx.doi.org/10.4018/ijabim.2014070101;;;;;;
Pathak2013;7;Hershey, PA, USA;;;Pathak, Jagdish;;;;;;;;;Int. J. Enterp. Inf. Syst.;;October;;;;4;;99--102;IGI Global;;;;Extensible Business Reporting Language XBRL: Potential of Research in XBRL As a Social Artifact-An Essay;;9;2013;;http://dx.doi.org/10.4018/ijeis.2013100107;;;;;;
PENGSHONTAN2011;7;;;;PENG, EMMA YAN and SHON, JOHN and TAN, CHRISTINE;;;;;;;;;Accounting Perspectives;;;;;;2;;109--138;Blackwell Publishing Ltd;;;;XBRL and Accruals: Empirical Evidence from China;;10;2011;;http://dx.doi.org/10.1111/j.1911-3838.2011.00021.x;;;;;;
PENGJANIECHANG2010;7;;;;PENG, JACOB and JANIE CHANG, C.;;;;;;;;;Accounting Perspectives;;;;;;1;;55--78;Blackwell Publishing Ltd;;;;Applying XBRL in an Accounting Information System Design Using the REA Approach: An Instructional Case*;;9;2010;;http://dx.doi.org/10.1111/j.1911-3838.2010.00004.x;;;;;;
PerdanaRobbRohde2014;7;Inderscience Publishers, Geneva, SWITZERLAND;;;Perdana, Arif and Robb, Alastair and Rohde, Fiona;;;;;;;;;Int. J. Bus. Inf. Syst.;;July;;;;3;;247--270;Inderscience Publishers;;;;"Experimental Research and Multivariate Statistical Analyses in Business Information Systems Research \&\#45; a Meta-review";;16;2014;;http://dx.doi.org/10.1504/IJBIS.2014.063767;;;;;;
PiaoWangChenEtAl2011;7;;;;Piao, Yong and Wang, XK and Chen, ZK and Wang, Z;;;;;;;;;Computer Science;;;;;;9;;164;Guojia Kexue Jishu Bu, Xinan Xinxi Zhongxin;;;;Building Multidimensional Analysis Model for Business Reports Based on CWM;;38;2011;;;;;;;;
PinskerWheeler2009;7;;;;Pinsker, R. and Wheeler, P.;;;;;;;;;International Journal of Disclosure and Governance;;;;;cited By 16;3;;241-261;;;;;Nonprofessional investors' perceptions of the efficiency and effectiveness of XBRL-enabled financial statement analysis and of firms providing XBRL-formatted information;;6;2009;;http://www.scopus.com/inward/record.url?eid=2-s2.0-67849122467&partnerID=40&md5=780ba94bba4a2feef05894ac7f0335cb;;;;;;
Pokorny2009;7;Amsterdam, The Netherlands, The Netherlands;;;Pokorn\'{y}, Jaroslav;;;;;;;;;Informatica;;August;;;;3;;417--438;IOS Press;;;;XML in Enterprise Systems;;20;2009;;http://dl.acm.org/citation.cfm?id=1664795.1664801;;;;;;
PolacekGianettoKhashanahEtAl2012;7;;;;Polacek, George A. and Gianetto, David A. and Khashanah, Khaldoun and Verma, Dinesh;;;;;;;;;Systems Engineering;;;;;;4;;433--447;Wiley Subscription Services, Inc., A Wiley Company;;;;On principles and rules in complex adaptive systems: A financial system case study;;15;2012;;http://dx.doi.org/10.1002/sys.21213;;;;;;
PonteCarvajal-TrujilloEscobar-Rodriguez2015;7;;;;Enrique Bonsón Ponte and Elena Carvajal-Trujillo and Tomás Escobar-Rodríguez;;;;;;;;;Tourism Management ;;;;;;;;286 - 302;;;;;Influence of trust and perceived value on the intention to purchase travel online: Integrating the effects of assurance on trust antecedents ;;47;2015;;http://www.sciencedirect.com/science/article/pii/S026151771400209X;;;;;;
PremurosoBhattacharya2008;7;;;;Ronald F. Premuroso and Somnath Bhattacharya;;;;;;;;;International Journal of Accounting Information Systems ;;;;;;1;;1 - 20;;;;;Do early and voluntary filers of financial information in \XBRL\ format signal superior corporate governance and operating performance? ;;9;2008;;http://www.sciencedirect.com/science/article/pii/S1467089508000031;;;;;;
Rahwani;7;;;;Rahwani, Noor Romy;;;;;;;;;;;;;;;;;;;;;;XBRL based Financial Statement: Case Study in a Sharia Bank in Indonesia;;;;;;;;;;;
RavichandranMendoza2010;7;Hershey, PA, USA;;;Ravichandran, T. and Mendoza, Rub{\'e}n A.;;;;;;;;;Int. J. Enterp. Inf. Syst.;;April;;;;2;;58--81;IGI Global;;;;An Empirical Evaluation of the Assimilation of Industry-Specific Data Standards Using Firm-Level and Community-Level Constructs;;6;2010;;http://dx.doi.org/10.4018/jeis.2010040104;;;;;;
ReformatYager2015;7;;;;Reformat, Marek Z. and Yager, Ronald R.;;;;;;;;;Intelligent Systems in Accounting, Finance and Management;;;;;;3;;179--199;;;;;Soft Computing Techniques for Querying XBRL Data;;22;2015;;http://dx.doi.org/10.1002/isaf.1366;;;;;;
Reverte2015;7;;;;Carmelo Reverte;;;;;;;;;Journal of Cleaner Production ;;;;;;;;285 - 288;;;;;The Integrated Reporting Movement: Meaning, Momentum, Motives and Materiality ;;86;2015;;http://www.sciencedirect.com/science/article/pii/S0959652614008968;;;;;;
Rezaee2011;5;;;;Rezaee, Zabihollah;Financial Services Firms;;;;;;;;;;;;;;;;187--240;John Wiley \& Sons, Inc.;;;;Regulatory Environment and Financial Reporting Process of Financial Institutions;;;2011;;http://dx.doi.org/10.1002/9781118269169.ch6;;;;;;9781118269169
Rezaei2013;7;;;;Rezaei, Zeinab;;;;;;;;;;;;;;;;;;;;;;"XBRL; A New Language for Financial Reporting";;;2013;;;;;;;;
RobbRohdeGreen2014;7;;;;Robb, David A. and Rohde, Fiona H. and Green, Peter F.;;;;;;;;;Accounting \& Finance;;;;;;;;n/a--n/a;;;;;Standard Business Reporting in Australia: efficiency, effectiveness, or both?;;;2014;;http://dx.doi.org/10.1111/acfi.12094;;;;;;
Rodriguez-GonzalezColomo-PalaciosGuldris-IglesiasEtAl2012;7;Hingham, MA, USA;;;Rodr\'{\i}guez-Gonz\'{a}lez, Alejandro and Colomo-Palacios, Ricardo and Guldris-Iglesias, Fernando and G\'{o}mez-Berb\'{\i}s, Juan Miguel and Garc\'{\i}a-Crespo, Angel;;;;;;;;;Information Systems Frontiers;;December;;;;5;;999--1017;Kluwer Academic Publishers;;;;FAST: Fundamental Analysis Support for Financial Statements. Using Semantics for Trading Recommendations;;14;2012;;http://dx.doi.org/10.1007/s10796-011-9321-1;;;;;;
RomeiTurini2010;7;New York, NY, USA;;;Romei, Andrea and Turini, Franco;;;;;;;;;Softw. Pract. Exper.;;February;;;;2;;101--130;"John Wiley \&amp; Sons, Inc.";;;;XML Data Mining;;40;2010;;http://dx.doi.org/10.1002/spe.v40:2;;;;;;
RosenthalSeligmanAllenEtAl2014;7;Secaucus, NJ, USA;;;Rosenthal, Arnon and Seligman, Len and Allen, M. David and Chapman, Adriane and Zhu, Hongwei;;;;;;;;;Inf. Syst. E-bus. Manag.;;November;;;;4;;495--515;Springer-Verlag New York, Inc.;;;;Fit for Purpose: Engineering Principles for Selecting an Appropriate Type of Data Exchange Standard;;12;2014;;http://dx.doi.org/10.1007/s10257-014-0238-3;;;;;;
RosilloFernandez-JardonPinoEtAl2012;6;;;;Rosillo, Rafael and Fernandez-Jardon, Roberto and Pino, Raul and Priore, Paolo;{5TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI 2012)};;;;;{Chova, LG and Martinez, AL and Torres, IC};;;;;;;;{5th International Conference of Education, Research and Innovation (ICERI), Madrid, SPAIN, NOV 19-21, 2012};;;{887-892};;;;;FUNDAMENTAL ANALYSIS FROM XBRL (EXTENSIBLE BUSINESS REPORTING LANGUAGE) DATA UNDER IPP (PERIOD PUBLIC INFORMATION) TAXONOMY;;;{2012};;;;;;;;{978-84-616-0763-1}
RosilloGinerDelaFuente2014;7;;;;Rosillo, Rafael and Giner, Javier and De la Fuente, David;;;;;;;;;Journal of Forecasting;;;;;;6;;488--500;;;;;Stock Market Simulation Using Support Vector Machines;;33;2014;;http://dx.doi.org/10.1002/for.2302;;;;;;
RosilloGinerFuente2014;7;London, UK, UK;;;Rosillo, Rafael and Giner, Javier and Fuente, David;;;;;;;;;Neural Comput. Appl.;;August;;;;2;;321--332;Springer-Verlag;;;;The Effectiveness of the Combined Use of VIX and Support Vector Machines on the Prediction of S\&P 500;;25;2014;;http://dx.doi.org/10.1007/s00521-013-1487-7;;;;;;
RuckhausVidal2013;6;New York, NY, USA;;;Ruckhaus, Edna and Vidal, Maria-Esther;Revised Selected Papers of the 5th International Workshop on Resource Discovery - Volume 8194;;;;;;;;;;;;;;;;56--82;Springer-Verlag New York, Inc.;;;;LiQuate-Estimating the Quality of Links in the Linking Open Data Cloud;;;2013;;http://dx.doi.org/10.1007/978-3-642-45263-5_4;;;;;;978-3-642-45262-8
SandeepRavishankar2015;7;;;;M.S. Sandeep and M.N. Ravishankar;;;;;;;;;The Journal of Strategic Information Systems ;;;;;;;; - ;;;;;Social innovations in outsourcing: An empirical investigation of impact sourcing companies in India ;;;2015;;http://www.sciencedirect.com/science/article/pii/S0963868715000529;;;;;;
Satoh2011;7;Hershey, PA, USA;;;Satoh, Fumiko;;;;;;;;;Int. J. E-Bus. Res.;;April;;;;2;;34--55;IGI Global;;;;XBRL Taxonomy for Estimating the Effects of Greenhouse Gas Emissions on Corporate Financial Positions;;7;2011;;http://dx.doi.org/10.4018/jebr.2011040104;;;;;;
Saxton2012;7;;;;Saxton, Gregory D.;;;;;;;;;Australian Accounting Review;;;;;;3;;286--302;Blackwell Publishing Asia;;;;New Media and External Accounting Information: A Critical Review;;22;2012;;http://dx.doi.org/10.1111/j.1835-2561.2012.00176.x;;;;;;
SayogoPardoBloniarz2014;7;;;;Djoko Sigit Sayogo and Theresa A. Pardo and Peter Bloniarz;;;;;;;;;Government Information Quarterly ;;;;;\{ICEGOV\} 2012 SupplementTOWARDS \{SMARTER\} GOVERNMENTS: \{NEW\} \{TECHNOLOGIES\} \{AND\} \{INNOVATION\} \{IN\} \{THE\} \{PUBLIC\} \{SECTOR\} ;;;S72 - S83;;;;;Information flows and smart disclosure of financial data: A framework for identifying challenges of cross boundary information sharing ;;31, Supplement 1;2014;;http://www.sciencedirect.com/science/article/pii/S0740624X14000574;;;;;;
SchostagThomasGup2009;5;;;;Schostag, Randall and Thomas, Rawley and Gup, Benton E.;The Valuation Handbook;;;;;;;;;;;;;;;;386--416;John Wiley \& Sons, Inc.;;;;Portfolio Valuation: Challenges and Opportunities Using Automation;;;2009;;http://dx.doi.org/10.1002/9781118268179.ch15;;;;;;9781118268179
ScifleetWilliams2011;6;Berlin, Heidelberg;;;Scifleet, Paul and Williams, Susan P.;Proceedings of the 15th International Conference on Theory and Practice of Digital Libraries: Research and Advanced Technology for Digital Libraries;;;;;;;;;;;;;;;;272--283;Springer-Verlag;;;TPDL'11;Understanding Documentary Practice: Lessons Learnt from the Text Encoding Initiative;;;2011;;http://dl.acm.org/citation.cfm?id=2042536.2042574;;;;;;978-3-642-24468-1
SenguptaVenkataraman2011;7;Hershey, PA, USA;;;Sengupta, Arijit and Venkataraman, Ramesh;;;;;;;;;J. Database Manage.;;October;;;;4;;30--56;IGI Global;;;;DocBase: Design, Implementation and Evaluation of a Document Database for XML;;22;2011;;http://dx.doi.org/10.4018/jdm.2011100102;;;;;;
Sexton2008;5;Oxford;;;Martin Christopher Sexton;\{MDDL\} and the Quest for a Market Data Standard ;;;;;Sexton, Martin Christopher ;;;;;;;;;;;157 - 181;Butterworth-Heinemann;;;The Elsevier and Mondo Visione World Capital Markets;Chapter 11 - Industry standards – mix and match ;;;2008;;http://www.sciencedirect.com/science/article/pii/B9780750668392500127;;;;;;978-0-7506-6839-2
Shiau2014;7;Hershey, PA, USA;;;Shiau, Wen-Lung;;;;;;;;;Int. J. Enterp. Inf. Syst.;;October;;;;4;;22--35;IGI Global;;;;Improving Firm Performance Through a Mobile Auditing Assistance System;;10;2014;;http://dx.doi.org/10.4018/ijeis.2014100102;;;;;;
SilvaSouzaTimes2009;6;New York, NY, USA;;;Silva, Paulo Caetano and Souza, F\'{a}bio Santos and Times, Val{\'e}ria Ces\'{a}rio;Proceedings of the ACM Twelfth International Workshop on Data Warehousing and OLAP;;;;;;;;;;;;;;;;89--96;ACM;;;DOLAP '09;LMDQL: Link-based and Multidimensional Query Language;;;2009;;http://doi.acm.org/10.1145/1651291.1651307;;;;;;978-1-60558-801-8
Sin2014;7;;;;Sin, Win Sze;;;;;;;;;;;;;;;;;;;;;;XBRL Benefits and Challenges;;;2014;;;;;;;;
Singerova2015;6;;;;Singerova, Jana;{16TH ANNUAL CONFERENCE ON FINANCE AND ACCOUNTING, ACFA PRAGUE 2015};;;;;{Prochazka, D};;;;;;;;{16th Annual Conference on Finance and Accounting (ACFA), Prague, CZECH REPUBLIC, MAY 29, 2015};;"{Univ Econ, Fac Finance \& Accounting; Univ Econ, Internal Sci Fdn}";{134-140};;;;{Procedia Economics and Finance};XBRL: Different Approach of Utilization;;{25};{2015};;;;;;;;
SinghSingh2013;7;Amsterdam, The Netherlands, The Netherlands;;;Singh, Harjit and Singh, Hardeep;;;;;;;;;J. E-Gov.;;July;;;;3;;125--135;IOS Press;;;;E-filing System for Tax Returns and Forms: Landmark e-Governance Initiative by the Government of India;;36;2013;;http://dx.doi.org/10.3233/GOV-130348;;;;;;
SkouloudisJonesMalesiosEtAl2014;7;;;;Antonis Skouloudis and Nikoleta Jones and Chrisovaladis Malesios and Konstantinos Evangelinos;;;;;;;;;Journal of Cleaner Production ;;;;;;;;174 - 188;;;;;Trends and determinants of corporate non-financial disclosure in Greece ;;68;2014;;http://www.sciencedirect.com/science/article/pii/S0959652613009025;;;;;;
SmithSmithRupp2014;7;Inderscience Publishers, Geneva, SWITZERLAND;;;Smith, Amber A. and Smith, Alan D. and Rupp, William T.;;;;;;;;;Int. J. Bus. Inf. Syst.;;August;;;;1;;1--32;Inderscience Publishers;;;;Strategic Insights into the Critical Success Factors Online For-profit Educational Providers: Case Study;;17;2014;;http://dx.doi.org/10.1504/IJBIS.2014.064113;;;;;;
Spies2010;7;;;;Marcus Spies;;;;;;;;;Information Systems ;;;;;Vocabularies, Ontologies and Rules for Enterprise and Business Process Modeling and Management ;4;;404 - 416;;;;;An ontology modelling perspective on business reporting ;;35;2010;;http://www.sciencedirect.com/science/article/pii/S0306437908000938;;;;;;
Spies2011;6;Berlin, Heidelberg;;;Spies, Marcus;Proceedings of the 5th International Conference on Rule-based Modeling and Computing on the Semantic Web;;;;;;;;;;;;;;;;2--9;Springer-Verlag;;;RuleML'11;Rule-enhanced Domain Models for Cloud Security Governance, Risk and Compliance Management;;;2011;;http://dl.acm.org/citation.cfm?id=2075505.2075508;;;;;;978-3-642-24907-5
SpohrHollinkCimiano2011;6;Berlin, Heidelberg;;;Spohr, Dennis and Hollink, Laura and Cimiano, Philipp;Proceedings of the 10th International Conference on The Semantic Web - Volume Part I;;;;;;;;;;;;;;;;665--680;Springer-Verlag;;;ISWC'11;A Machine Learning Approach to Multilingual and Cross-lingual Ontology Matching;;;2011;;http://dl.acm.org/citation.cfm?id=2063016.2063059;;;;;;978-3-642-25072-9
Srivastava2009;7;;;;Srivastava, Rajendra P;;;;;;;;;Indian Accounting Review;;;;;;1;;14--32;;;;;XBRL (Extensible Business Reporting Language): A Research Perspective;;13;2009;;;;;;;;
SrivastavaKogan2010;7;;;;Rajendra P. Srivastava and Alexander Kogan;;;;;;;;;International Journal of Accounting Information Systems ;;;;;"2009 Research Symposium on Information Integrity \&amp; Information Systems Assurance ";3;;261 - 273;;;;;Assurance on \XBRL\ instance document: A conceptual framework of assertions ;;11;2010;;http://www.sciencedirect.com/science/article/pii/S1467089510000503;;;;;;
StaszkiewiczStaszkiewicz2015;5;San Diego;;;Piotr Staszkiewicz and Lucia Staszkiewicz;Finance ;;;;;Staszkiewicz, Piotr StaszkiewiczLucia ;;;;;;;;;;;72 - 100;Academic Press;;;;Chapter 5 - Financial Information ;;;2015;;http://www.sciencedirect.com/science/article/pii/B9780128015841000056;;;;;;978-0-12-801584-1
StefanovicStefanovic2009;5;Berlin, Heidelberg;;;Stefanovic, Nenad and Stefanovic, Dusan;;Supply Chain Business Intelligence: Technologies, Issues and Trends;;;;Bramer, Max;;;;;;;;;;;217--245;Springer-Verlag;;;;Artificial Intelligence;;;2009;;http://dl.acm.org/citation.cfm?id=1793943.1793955;;;;;;3-642-03225-7, 978-3-642-03225-7
StoelHavelkaMerhout2012;7;;;;Dale Stoel and Douglas Havelka and Jeffrey W. Merhout;;;;;;;;;International Journal of Accounting Information Systems ;;;;;;1;;60 - 79;;;;;An analysis of attributes that impact information technology audit quality: A study of \IT\ and financial audit practitioners ;;13;2012;;http://www.sciencedirect.com/science/article/pii/S1467089511000662;;;;;;
TaipaleenmaekiIkaeheimo2013;7;;;;Jani Taipaleenmäki and Seppo Ikäheimo;;;;;;;;;International Journal of Accounting Information Systems ;;;;;;4;;321 - 348;;;;;On the convergence of management accounting and financial accounting – the role of information technology in accounting change ;;14;2013;;http://www.sciencedirect.com/science/article/pii/S1467089513000390;;;;;;
TaylorDzuranin2010a;7;;;;Taylor, Eileen Z and Dzuranin, Ann C;;;;;;;;;Issues in Accounting Education;;;;;;1;;71--83;;;;;Interactive financial reporting: an introduction to eXtensible business reporting language (XBRL);;25;2010;;;;;;;;
Teller;10;;;;Pierre Teller;;;;;;;;;;;;;;;;;;;;;;THE USE OF A FORMAL REPRESENTATION OF ACCOUNTING STANDARDS;;;;;;;;;;;
